S.NO.,CODE,Noman,PART NUMBER,PARTICULAR,SECTION,C.H. Ø (mm) & POSITION,S.H DETAIL (mm),Sub-Cateogry,Brand,SPECIAL Category,POSITION,Type,Leaf Type Code,Vehicle Maker,vehicle code,Sub_seg_desc,Sub_seg_code,Lens in inches,DBP ,MRP,ML - DBP(Rs),Length (Inches),Image,2P - DBP(Rs),Length (Inches),Image,3 - DBP(Rs),Length (Inches),Image,4 - DBP(Rs),Length (Inches),Image,5 - DBP(Rs),Length (Inches),Image,6 - DBP(Rs),Length (Inches),Image,7 - DBP(Rs),Length (Inches),Image,8 - DBP(Rs),Length (Inches),Image,9 - DBP(Rs),Length (Inches),Image,10 - DBP(Rs),Length (Inches),Image,11 - DBP(Rs),Length (Inches),Image,12 - DBP(Rs),Length (Inches),Image,13 - DBP(Rs),Length (Inches),Image,14 - DBP(Rs),Length (Inches),Image,AA - DBP(Rs),Length (Inches),Image,AB - DBP(Rs),Length (Inches),Image,3A - DBP(Rs),Length (Inches),Image,4A - DBP(Rs),Length (Inches),Image,L1W - DBP(Rs),Length (Inches),Image,L2W - DBP(Rs),Length (Inches),Image,ASSY - DBP(Rs),,,15/L,Length (Inches),Image,16/L,Length (Inches),Image,17/L,Length (Inches),Image,18/L,Length (Inches),Image,19/L,Length (Inches),Image,2/L,Length (Inches),Image,20/L,Length (Inches),Image,HELPER SPL,Length (Inches),Image,PP,Length (Inches),Image,SPL LEAF,Length (Inches),Image
5400,308206,3082,2171 3240 0104,LPK 2518 TC V.E  (RR),80X18,16.5   CENTRE,6/L & 9/L BOTH SIDE Ø 8.5 DOUBLE  HOLE,TATA,TATA,,2,6/L,5,TATA,24,HCV & MCV,5,37.01,1120,1700,0,0,,0,0,,0,0,,0,0,,0,0,,1120,37.00787402,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5401,308207,3082,2171 3240 0104,LPK 2518 TC V.E  (RR),80X18,16.5   CENTRE,6/L & 9/L BOTH SIDE Ø 8.5 DOUBLE  HOLE,TATA,TATA,,2,7/L,5,TATA,24,HCV & MCV,5,31.10,940,1420,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,940,31.1023622,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5402,308208,3082,2171 3240 0104,LPK 2518 TC V.E  (RR),80X16,16.5   CENTRE,6/L & 9/L BOTH SIDE Ø 8.5 DOUBLE  HOLE,TATA,TATA,,2,8/L,5,TATA,24,HCV & MCV,5,24.80,680,1030,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,680,24.80314961,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5403,308209,3082,2171 3240 0104,LPK 2518 TC V.E  (RR),80X16,16.5   CENTRE,6/L & 9/L BOTH SIDE Ø 8.5 DOUBLE  HOLE,TATA,TATA,,2,9/L,5,TATA,24,HCV & MCV,5,19.69,540,820,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,540,19.68503937,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5404,308210,3082,2171 3240 0104,LPK 2518 TC V.E  (RR),80X16,16.5   CENTRE,6/L & 9/L BOTH SIDE Ø 8.5 DOUBLE  HOLE,TATA,TATA,,2,10/L,5,TATA,24,HCV & MCV,5,14.17,380,580,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,380,14.17322835,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5405,308211,3082,2171 3240 0104,LPK 2518 TC V.E  (RR),80X16,16.5   CENTRE,6/L & 9/L BOTH SIDE Ø 8.5 DOUBLE  HOLE,TATA,TATA,,2,11/L,5,TATA,24,HCV & MCV,5,8.50,230,350,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,230,8.503937008,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5406,308212,3082,2171 3240 0104,LPK 2518 TC V.E  (RR),80X9,16.5   CENTRE,6/L & 9/L BOTH SIDE Ø 8.5 DOUBLE  HOLE,TATA,TATA,,2,12/L,5,TATA,24,HCV & MCV,5,8.46,140,210,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,140,8.464566929,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5407,308213,3082,2171 3240 0104,LPK 2518 TC V.E  (RR),80X13,16.5   CENTRE,6/L & 9/L BOTH SIDE Ø 8.5 DOUBLE  HOLE,TATA,TATA,,2,13/L,5,TATA,24,HCV & MCV,5,41.02,930,1410,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,930,41.02362205,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5408,308231,3082,2171 3240 0104,LPK 2518 TC V.E  (RR),80X16,16.5   CENTRE,6/L & 9/L BOTH SIDE Ø 8.5 DOUBLE  HOLE,TATA,TATA,,2,AUX A,3,TATA,24,HCV & MCV,5,52.99,1550,2350,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1550,52.99212598,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5409,308234,3082,2171 3240 0104,LPK 2518 TC V.E  (RR),80X16,16.5   CENTRE,6/L & 9/L BOTH SIDE Ø 8.5 DOUBLE  HOLE,TATA,TATA,,2,AUX 4A,3,TATA,24,HCV & MCV,5,47.24,1310,1980,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1310,47.24409449,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5410,309201,3092,A93550-014/ 0402AA1530N, MAXIMO (RR),63.5X6.35,"10,5   CENTRE",2/L  BOTH  SIDE Ø 10.5,MAHINDRA,MAHINDRA,,2,M/L,5,MAHINDRA,15,LCV,3,51.57,640,970,640,51.57480315,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5411,309201N,3092N,A93550-014/ 0402AA1530N, MAXIMO (RR),63.5X7.94,"10,5   CENTRE",2/L  BOTH  SIDE Ø 10.5,MAHINDRA,MAHINDRA,,2,M/L,5,MAHINDRA,15,HCV & MCV,5,51.97,820,1240,820,51.96850394,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5412,309202,3092,A93550-014/ 0402AA1530N, MAXIMO (RR),63.5X6.35,"10,5   CENTRE",2/L  BOTH  SIDE Ø 10.5,MAHINDRA,MAHINDRA,,2,2/L,5,MAHINDRA,15,LCV,3,40.16,490,740,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,490,40.15748031,,0,0,,0,0,,0,0,,0,0,
5413,309202N,3092N,A93550-014/ 0402AA1530N, MAXIMO (RR),63.5X7.94,"10,5   CENTRE",2/L  BOTH  SIDE Ø 10.5,MAHINDRA,MAHINDRA,,2,2/L,5,MAHINDRA,15,LCV,3,44.49,680,1030,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,680,44.48818898,,0,0,,0,0,,0,0,,0,0,
5414,309202PN,3092N,A93550-014/ 0402AA1530N, MAXIMO (RR),63.5X7.94,"10,5   CENTRE",2/L  BOTH  SIDE Ø 10.5,MAHINDRA,MAHINDRA,,2,2P,5,MAHINDRA,15,LCV,3,40.16,620,940,0,0,,620,40.15748031,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5415,309221,3092,A93550-014/ 0402AA1530N, MAXIMO (RR),63.5X6.35,"10,5   CENTRE",2/L  BOTH  SIDE Ø 10.5,MAHINDRA,MAHINDRA,,2,1WR,5,MAHINDRA,15,LCV,3,48.82,530,800,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,530,48.81889764,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5416,309221N,3092N,A93550-014/ 0402AA1530N, MAXIMO (RR),63.5X7.94,"10,5   CENTRE",2/L  BOTH  SIDE Ø 10.5,MAHINDRA,MAHINDRA,,2,1WR,5,MAHINDRA,15,LCV,3,49.21,760,1150,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,760,49.21259843,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5417,310101,3101,2898 3210 1601, 207DI RX WIDER SPRING (FR) ,70X8,10.5 OFFSET,"4/L  BOTH SIDE 10,5 Ø ",TATA,TATA,,1,M/L,5,TATA,24,LCV,3,49.61,730,1110,730,49.60629921,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5418,310102,3101,2898 3210 1601, 207DI RX WIDER SPRING (FR) ,70X8,10.5 OFFSET,"4/L  BOTH SIDE 10,5 Ø ",TATA,TATA,,1,2/L,5,TATA,24,LCV,3,36.61,530,800,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,530,36.61417323,,0,0,,0,0,,0,0,,0,0,
5419,310103,3101,2898 3210 1601, 207DI RX WIDER SPRING (FR) ,70X7,10.5 OFFSET,"4/L  BOTH SIDE 10,5 Ø ",TATA,TATA,,1,3/L,5,TATA,24,LCV,3,32.28,390,590,0,0,,0,0,,390,32.28346457,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5420,310104,3101,2898 3210 1601, 207DI RX WIDER SPRING (FR) ,70X7,10.5 OFFSET,"4/L  BOTH SIDE 10,5 Ø ",TATA,TATA,,1,4/L,5,TATA,24,LCV,3,27.95,380,580,0,0,,0,0,,0,0,,380,27.95275591,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5421,310105,3101,2898 3210 1601, 207DI RX WIDER SPRING (FR) ,70X6,10.5 OFFSET,"4/L  BOTH SIDE 10,5 Ø ",TATA,TATA,,1,5/L,5,TATA,24,LCV,3,23.62,270,410,0,0,,0,0,,0,0,,0,0,,270,23.62204724,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5422,310106,3101,2898 3210 1601, 207DI RX WIDER SPRING (FR) ,70X6,10.5 OFFSET,"4/L  BOTH SIDE 10,5 Ø ",TATA,TATA,,1,6/L,5,TATA,24,LCV,3,19.29,210,320,0,0,,0,0,,0,0,,0,0,,0,0,,210,19.29133858,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5423,310121,3101,2898 3210 1601, 207DI RX WIDER SPRING (FR) ,70X8,10.5 OFFSET,"4/L  BOTH SIDE 10,5 Ø ",TATA,TATA,,1,1WR,5,TATA,24,LCV,3,48.43,690,1050,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,690,48.42519685,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5424,311101,3111,2821 3210 0119N/2821 3210 0120N, LP 909 (FR) ,70X8,12.5   CENTRE,"5/L, 11/L  BOTH SIDE,9/L ONE SIDEØ 10.5,   ",TATA,TATA,,1,M/L,5,TATA,24,HCV & MCV,5,0.00,950,1440,950,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5425,311102,3111,2821 3210 0119N/2821 3210 0120N, LP 909 (FR) ,70X8,12.5   CENTRE,"5/L, 11/L  BOTH SIDE,9/L ONE SIDEØ 10.5,   ",TATA,TATA,,1,2/L,5,TATA,24,HCV & MCV,5,0.00,920,1390,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,920,0,,0,0,,0,0,,0,0,,0,0,
5426,311103,3111,2821 3210 0119N/2821 3210 0120N, LP 909 (FR) ,70X8,12.5   CENTRE,"5/L, 11/L  BOTH SIDE,9/L ONE SIDEØ 10.5,   ",TATA,TATA,,1,3/L,5,TATA,24,LCV,3,53.15,770,1170,0,0,,0,0,,770,53.1496063,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5427,311104,3111,2821 3210 0119N/2821 3210 0120N, LP 909 (FR) ,70X8,12.5   CENTRE,"5/L, 11/L  BOTH SIDE,9/L ONE SIDEØ 10.5,   ",TATA,TATA,,1,4/L,5,TATA,24,LCV,3,51.97,740,1120,0,0,,0,0,,0,0,,740,51.96850394,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5428,311105,3111,2821 3210 0119N/2821 3210 0120N, LP 909 (FR) ,70X9,12.5   CENTRE,"5/L, 11/L  BOTH SIDE,9/L ONE SIDEØ 10.5,   ",TATA,TATA,,1,5/L,5,TATA,24,LCV,3,51.02,820,1240,0,0,,0,0,,0,0,,0,0,,820,51.02362205,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5429,311106,3111,2821 3210 0119N/2821 3210 0120N, LP 909 (FR) ,70X9,12.5   CENTRE,"5/L, 11/L  BOTH SIDE,9/L ONE SIDEØ 10.5,   ",TATA,TATA,,1,6/L,5,TATA,24,LCV,3,46.42,740,1120,0,0,,0,0,,0,0,,0,0,,0,0,,740,46.41732283,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5430,311107,3111,2821 3210 0119N/2821 3210 0120N, LP 909 (FR) ,70X9,12.5   CENTRE,"5/L, 11/L  BOTH SIDE,9/L ONE SIDEØ 10.5,   ",TATA,TATA,,1,7/L,5,TATA,24,LCV,3,41.85,680,1030,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,680,41.8503937,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5431,311108,3111,2821 3210 0119N/2821 3210 0120N, LP 909 (FR) ,70X9,12.5   CENTRE,"5/L, 11/L  BOTH SIDE,9/L ONE SIDEØ 10.5,   ",TATA,TATA,,1,8/L,5,TATA,24,LCV,3,37.24,600,910,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,600,37.24409449,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5432,311109,3111,2821 3210 0119N/2821 3210 0120N, LP 909 (FR) ,70X9,12.5   CENTRE,"5/L, 11/L  BOTH SIDE,9/L ONE SIDEØ 10.5,   ",TATA,TATA,,1,9/L,5,TATA,24,LCV,3,32.64,530,800,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,530,32.63779528,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5433,311110,3111,2821 3210 0119N/2821 3210 0120N, LP 909 (FR) ,70X9,12.5   CENTRE,"5/L, 11/L  BOTH SIDE,9/L ONE SIDEØ 10.5,   ",TATA,TATA,,1,10/L,5,TATA,24,LCV,3,28.07,450,680,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,450,28.07086614,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5434,311111,3111,2821 3210 0119N/2821 3210 0120N, LP 909 (FR) ,70X9,12.5   CENTRE,"5/L, 11/L  BOTH SIDE,9/L ONE SIDEØ 10.5,   ",TATA,TATA,,1,11/L,5,TATA,24,LCV,3,23.46,380,580,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,380,23.46456693,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5435,311112,3111,2821 3210 0119N/2821 3210 0120N, LP 909 (FR) ,70X9,12.5   CENTRE,"5/L, 11/L  BOTH SIDE,9/L ONE SIDEØ 10.5,   ",TATA,TATA,,1,12/L,5,TATA,24,LCV,3,18.90,330,500,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,330,18.8976378,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5436,311113,3111,2821 3210 0119N/2821 3210 0120N, LP 909 (FR) ,70X9,12.5   CENTRE,"5/L, 11/L  BOTH SIDE,9/L ONE SIDEØ 10.5,   ",TATA,TATA,,1,13/L,5,TATA,24,LCV,3,14.29,220,330,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,220,14.29133858,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5437,311114,3111,2821 3210 0119N/2821 3210 0120N, LP 909 (FR) ,70X9,12.5   CENTRE,"5/L, 11/L  BOTH SIDE,9/L ONE SIDEØ 10.5,   ",TATA,TATA,,1,14/L,5,TATA,24,LCV,3,9.72,160,240,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,160,9.724409449,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5438,311201,3112, 2821 3240 0108,LP 909 BUS (RR),70X11,12.5   CENTRE,5/L & 8/L BOTH SIDE Ø 10.5,TATA,TATA,,2,M/L,5,TATA,24,HCV & MCV,5,73.23,1390,2110,1390,73.22834646,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5439,311202,3112, 2821 3240 0108,LP 909 BUS (RR),70X11,12.5   CENTRE,5/L & 8/L BOTH SIDE Ø 10.5,TATA,TATA,,2,2/L,5,TATA,24,HCV & MCV,5,71.18,1280,1940,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,1280,71.18110236,,0,0,,0,0,,0,0,,0,0,
5440,311203,3112, 2821 3240 0108,LP 909 BUS (RR),70X14,12.5   CENTRE,5/L & 8/L BOTH SIDE Ø 10.5,TATA,TATA,,2,3/L,5,TATA,24,HCV & MCV,5,64.57,1470,2230,0,0,,0,0,,1470,64.56692913,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5441,311204,3112, 2821 3240 0108,LP 909 BUS (RR),70X14,12.5   CENTRE,5/L & 8/L BOTH SIDE Ø 10.5,TATA,TATA,,2,4/L,5,TATA,24,HCV & MCV,5,59.21,1360,2060,0,0,,0,0,,0,0,,1360,59.21259843,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5442,311205,3112, 2821 3240 0108,LP 909 BUS (RR),70X14,12.5   CENTRE,5/L & 8/L BOTH SIDE Ø 10.5,TATA,TATA,,2,5/L,5,TATA,24,HCV & MCV,5,53.31,1200,1820,0,0,,0,0,,0,0,,0,0,,1200,53.30708661,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5443,311206,3112, 2821 3240 0108,LP 909 BUS (RR),70X14,12.5   CENTRE,5/L & 8/L BOTH SIDE Ø 10.5,TATA,TATA,,2,6/L,5,TATA,24,HCV & MCV,5,47.40,1080,1640,0,0,,0,0,,0,0,,0,0,,0,0,,1080,47.4015748,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5444,311207,3112, 2821 3240 0108,LP 909 BUS (RR),70X16,12.5   CENTRE,5/L & 8/L BOTH SIDE Ø 10.5,TATA,TATA,,2,7/L,5,TATA,24,HCV & MCV,5,40.71,1070,1620,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1070,40.70866142,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5445,311208,3112, 2821 3240 0108,LP 909 BUS (RR),70X16,12.5   CENTRE,5/L & 8/L BOTH SIDE Ø 10.5,TATA,TATA,,2,8/L,5,TATA,24,HCV & MCV,5,33.23,860,1300,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,860,33.22834646,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5446,311209,3112, 2821 3240 0108,LP 909 BUS (RR),70X16,12.5   CENTRE,5/L & 8/L BOTH SIDE Ø 10.5,TATA,TATA,,2,9/L,5,TATA,24,HCV & MCV,5,25.75,660,1000,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,660,25.7480315,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
