S.NO.,CODE,Noman,PART NUMBER,PARTICULAR,SECTION,C.H. Ø (mm) & POSITION,S.H DETAIL (mm),Sub-Cateogry,Brand,SPECIAL Category,POSITION,Type,Leaf Type Code,Vehicle Maker,vehicle code,Sub_seg_desc,Sub_seg_code,Lens in inches,DBP ,MRP,ML - DBP(Rs),Length (Inches),Image,2P - DBP(Rs),Length (Inches),Image,3 - DBP(Rs),Length (Inches),Image,4 - DBP(Rs),Length (Inches),Image,5 - DBP(Rs),Length (Inches),Image,6 - DBP(Rs),Length (Inches),Image,7 - DBP(Rs),Length (Inches),Image,8 - DBP(Rs),Length (Inches),Image,9 - DBP(Rs),Length (Inches),Image,10 - DBP(Rs),Length (Inches),Image,11 - DBP(Rs),Length (Inches),Image,12 - DBP(Rs),Length (Inches),Image,13 - DBP(Rs),Length (Inches),Image,14 - DBP(Rs),Length (Inches),Image,AA - DBP(Rs),Length (Inches),Image,AB - DBP(Rs),Length (Inches),Image,3A - DBP(Rs),Length (Inches),Image,4A - DBP(Rs),Length (Inches),Image,L1W - DBP(Rs),Length (Inches),Image,L2W - DBP(Rs),Length (Inches),Image,ASSY - DBP(Rs),,,15/L,Length (Inches),Image,16/L,Length (Inches),Image,17/L,Length (Inches),Image,18/L,Length (Inches),Image,19/L,Length (Inches),Image,2/L,Length (Inches),Image,20/L,Length (Inches),Image,HELPER SPL,Length (Inches),Image,PP,Length (Inches),Image,SPL LEAF,Length (Inches),Image
5358,304109,3041,F 4517010,FV 4921 WITH H SERIES ENGINE & C91 CAB (FR) SPRING,100X14,16.75   CENTRE,3/L & 6/L B.S. DOUBLE  HOLE Ø 10.5,ASHOK LEYLAND,ASHOK LEYLAND,,1,9/L,5,ASHOK LEYLAND,4,HCV & MCV,5,7.09,220,330,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,220,7.086614173,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5359,304122,3041,F 4517010,FV 4921 WITH H SERIES ENGINE & C91 CAB (FR) SPRING,100X15,16.75   CENTRE,3/L & 6/L B.S. DOUBLE  HOLE Ø 10.5,ASHOK LEYLAND,ASHOK LEYLAND,,1,2WR,5,ASHOK LEYLAND,4,HCV & MCV,5,77.32,2590,3920,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2590,77.32283465,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5360,304131,3041,F 4517010,FV 4921 WITH H SERIES ENGINE & C91 CAB (FR) SPRING,100X15,16.75   CENTRE,3/L & 6/L B.S. DOUBLE  HOLE Ø 10.5,ASHOK LEYLAND,ASHOK LEYLAND,,1,AUX A,3,ASHOK LEYLAND,4,HCV & MCV,5,65.55,2200,3330,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2200,65.5511811,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5361,304132,3041,F 4517010,FV 4921 WITH H SERIES ENGINE & C91 CAB (FR) SPRING,100X15,16.75   CENTRE,3/L & 6/L B.S. DOUBLE  HOLE Ø 10.5,ASHOK LEYLAND,ASHOK LEYLAND,,1,AUX B,3,ASHOK LEYLAND,4,HCV & MCV,5,63.58,2120,3210,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2120,63.58267717,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5362,305100,3051,F 4517310 ,FV 4932 WITH NEPTUNE ENGINE & G91 CAB (FR) SPRING,0X0,16.5   CENTRE,4/L & 7/L B.S DOUBLE  HOLE Ø 10.5,ASHOK LEYLAND,ASHOK LEYLAND,,1,ASSY.,2,ASHOK LEYLAND,4,HCV & MCV,5,0.00,15860,24030,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,15860,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5363,305101,3051,F 4517310 ,FV 4932 WITH NEPTUNE ENGINE & G91 CAB (FR) SPRING,100X15,16.5   CENTRE,4/L & 7/L B.S DOUBLE  HOLE Ø 10.5,ASHOK LEYLAND,ASHOK LEYLAND,,1,M/L,5,ASHOK LEYLAND,4,HCV & MCV,5,78.03,2860,4330,2860,78.03149606,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5364,305103,3051,F 4517310 ,FV 4932 WITH NEPTUNE ENGINE & G91 CAB (FR) SPRING,100X15,16.5   CENTRE,4/L & 7/L B.S DOUBLE  HOLE Ø 10.5,ASHOK LEYLAND,ASHOK LEYLAND,,1,3/L,5,ASHOK LEYLAND,4,HCV & MCV,5,58.27,1960,2970,0,0,,0,0,,1960,58.26771654,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5365,305104,3051,F 4517310 ,FV 4932 WITH NEPTUNE ENGINE & G91 CAB (FR) SPRING,100X15,16.5   CENTRE,4/L & 7/L B.S DOUBLE  HOLE Ø 10.5,ASHOK LEYLAND,ASHOK LEYLAND,,1,4/L,5,ASHOK LEYLAND,4,HCV & MCV,5,51.57,1740,2640,0,0,,0,0,,0,0,,1740,51.57480315,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5366,305105,3051,F 4517310 ,FV 4932 WITH NEPTUNE ENGINE & G91 CAB (FR) SPRING,100X15,16.5   CENTRE,4/L & 7/L B.S DOUBLE  HOLE Ø 10.5,ASHOK LEYLAND,ASHOK LEYLAND,,1,5/L,5,ASHOK LEYLAND,4,HCV & MCV,5,44.88,1500,2270,0,0,,0,0,,0,0,,0,0,,1500,44.88188976,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5367,305106,3051,F 4517310 ,FV 4932 WITH NEPTUNE ENGINE & G91 CAB (FR) SPRING,100X15,16.5   CENTRE,4/L & 7/L B.S DOUBLE  HOLE Ø 10.5,ASHOK LEYLAND,ASHOK LEYLAND,,1,6/L,5,ASHOK LEYLAND,4,HCV & MCV,5,38.19,1280,1940,0,0,,0,0,,0,0,,0,0,,0,0,,1280,38.18897638,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5368,305107,3051,F 4517310 ,FV 4932 WITH NEPTUNE ENGINE & G91 CAB (FR) SPRING,100X15,16.5   CENTRE,4/L & 7/L B.S DOUBLE  HOLE Ø 10.5,ASHOK LEYLAND,ASHOK LEYLAND,,1,7/L,5,ASHOK LEYLAND,4,HCV & MCV,5,31.50,1060,1610,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1060,31.49606299,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5369,305108,3051,F 4517310 ,FV 4932 WITH NEPTUNE ENGINE & G91 CAB (FR) SPRING,100X15,16.5   CENTRE,4/L & 7/L B.S DOUBLE  HOLE Ø 10.5,ASHOK LEYLAND,ASHOK LEYLAND,,1,8/L,5,ASHOK LEYLAND,4,HCV & MCV,5,24.80,830,1260,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,830,24.80314961,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5370,305109,3051,F 4517310 ,FV 4932 WITH NEPTUNE ENGINE & G91 CAB (FR) SPRING,100X15,16.5   CENTRE,4/L & 7/L B.S DOUBLE  HOLE Ø 10.5,ASHOK LEYLAND,ASHOK LEYLAND,,1,9/L,5,ASHOK LEYLAND,4,HCV & MCV,5,18.11,600,910,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,600,18.11023622,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5371,305110,3051,F 4517310 ,FV 4932 WITH NEPTUNE ENGINE & G91 CAB (FR) SPRING,100X15,16.5   CENTRE,4/L & 7/L B.S DOUBLE  HOLE Ø 10.5,ASHOK LEYLAND,ASHOK LEYLAND,,1,10/L,5,ASHOK LEYLAND,4,HCV & MCV,5,11.81,380,580,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,380,11.81102362,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5372,305121S,3051S,F 4517310 ,FV 4932 WITH NEPTUNE ENGINE & G91 CAB (FR) SPRING,100X15,16.5   CENTRE,4/L & 7/L B.S DOUBLE  HOLE Ø 10.5,ASHOK LEYLAND,ASHOK LEYLAND,,1,1WR,5,ASHOK LEYLAND,4,HCV & MCV,5,74.02,2510,3800,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2510,74.01574803,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5373,305122,3051,F 4517310 ,FV 4932 WITH NEPTUNE ENGINE & G91 CAB (FR) SPRING,100X15,16.5   CENTRE,4/L & 7/L B.S DOUBLE  HOLE Ø 10.5,ASHOK LEYLAND,ASHOK LEYLAND,,1,2WR,5,ASHOK LEYLAND,4,HCV & MCV,5,77.32,2610,3950,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2610,77.32283465,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5374,305131,3051,F 4517310 ,FV 4932 WITH NEPTUNE ENGINE & G91 CAB (FR) SPRING,100X15,16.5   CENTRE,4/L & 7/L B.S DOUBLE  HOLE Ø 10.5,ASHOK LEYLAND,ASHOK LEYLAND,,1,AUX A,3,ASHOK LEYLAND,4,HCV & MCV,5,65.55,2260,3420,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2260,65.5511811,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5375,305132,3051,F 4517310 ,FV 4932 WITH NEPTUNE ENGINE & G91 CAB (FR) SPRING,100X15,16.5   CENTRE,4/L & 7/L B.S DOUBLE  HOLE Ø 10.5,ASHOK LEYLAND,ASHOK LEYLAND,,1,AUX B,3,ASHOK LEYLAND,4,HCV & MCV,5,63.58,2160,3270,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2160,63.58267717,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5376,305160,3051,F 4517310 ,FV 4932 WITH NEPTUNE ENGINE & G91 CAB (FR) SPRING,100X15,16.5   CENTRE,4/L & 7/L B.S DOUBLE  HOLE Ø 10.5,ASHOK LEYLAND,ASHOK LEYLAND,,1,SPL LEAF,5,ASHOK LEYLAND,4,HCV & MCV,5,60.00,2120,3210,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2120,60,
5377,306100,3061, F9F00510,FV 4921 WITH H SERIES ENGINE: HEAVY DUTY (FR) P.B.,0X0,16.5   CENTRE,4/L B.S DOUBLE  HOLE Ø 10.5,ASHOK LEYLAND,ASHOK LEYLAND,,1,ASSY.,2,ASHOK LEYLAND,4,HP,2,0.00,15880,24060,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,15880,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5378,306101,3061, F9F00510,FV 4921 WITH H SERIES ENGINE: HEAVY DUTY (FR) P.B.,100X24,16.5   CENTRE,4/L B.S DOUBLE  HOLE Ø 10.5,ASHOK LEYLAND,ASHOK LEYLAND,,1,M/L,5,ASHOK LEYLAND,4,HP,2,56.14,4640,7030,4640,56.14173228,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5379,3061022,3061, F9F00510,FV 4921 WITH H SERIES ENGINE: HEAVY DUTY (FR) P.B.,100X24,16.5   CENTRE,4/L B.S DOUBLE  HOLE Ø 10.5,ASHOK LEYLAND,ASHOK LEYLAND,,1,2WR,5,ASHOK LEYLAND,4,HP,2,53.54,4060,6150,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4060,53.54330709,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5380,306103,3061, F9F00510,FV 4921 WITH H SERIES ENGINE: HEAVY DUTY (FR) P.B.,100X24,16.5   CENTRE,4/L B.S DOUBLE  HOLE Ø 10.5,ASHOK LEYLAND,ASHOK LEYLAND,,1,3/L,5,ASHOK LEYLAND,4,HP,2,47.24,3510,5320,0,0,,0,0,,3510,47.24409449,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5381,306104,3061, F9F00510,FV 4921 WITH H SERIES ENGINE: HEAVY DUTY (FR) P.B.,100X24,16.5   CENTRE,4/L B.S DOUBLE  HOLE Ø 10.5,ASHOK LEYLAND,ASHOK LEYLAND,,1,4/L,5,ASHOK LEYLAND,4,HP,2,47.24,3510,5320,0,0,,0,0,,0,0,,3510,47.24409449,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5382,306105,3061, F9F00510,FV 4921 WITH H SERIES ENGINE: HEAVY DUTY (FR) P.B.,100X24,16.5   CENTRE,4/L B.S DOUBLE  HOLE Ø 10.5,ASHOK LEYLAND,ASHOK LEYLAND,,1,5/L,5,ASHOK LEYLAND,4,HP,2,5.98,350,530,0,0,,0,0,,0,0,,0,0,,350,5.984251969,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5383,306106,3061, F9F00510,FV 4921 WITH H SERIES ENGINE: HEAVY DUTY (FR) P.B.,100X24,16.5   CENTRE,4/L B.S DOUBLE  HOLE Ø 10.5,ASHOK LEYLAND,ASHOK LEYLAND,,1,6/L,5,ASHOK LEYLAND,4,HP,2,5.98,350,530,0,0,,0,0,,0,0,,0,0,,0,0,,350,5.984251969,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5384,306131,3061, F9F00510,FV 4921 WITH H SERIES ENGINE: HEAVY DUTY (FR) P.B.,100X24,16.5   CENTRE,4/L B.S DOUBLE  HOLE Ø 10.5,ASHOK LEYLAND,ASHOK LEYLAND,,1,AUX A,3,ASHOK LEYLAND,4,HP,2,47.24,3510,5320,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,3510,47.24409449,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5385,307100,3071,F9F00610,FV 4921 WITH H SERIES ENGINE: G91TILT CAB  (FR) P.B.,0X0,16.5   CENTRE,3/L B.S. 10.5 Ø  DOUBLE  HOLE,ASHOK LEYLAND,ASHOK LEYLAND,,1,ASSY.,2,ASHOK LEYLAND,4,HP,2,0.00,12500,18940,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,12500,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5386,307101,3071,F9F00610,FV 4921 WITH H SERIES ENGINE: G91TILT CAB  (FR) P.B.,100X24,16.5   CENTRE,3/L B.S. 10.5 Ø  DOUBLE  HOLE,ASHOK LEYLAND,ASHOK LEYLAND,,1,M/L,5,ASHOK LEYLAND,4,HP,2,56.14,4640,7030,4640,56.14173228,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5387,3071022,3071,F9F00610,FV 4921 WITH H SERIES ENGINE: G91TILT CAB  (FR) P.B.,100X24,16.5   CENTRE,3/L B.S. 10.5 Ø  DOUBLE  HOLE,ASHOK LEYLAND,ASHOK LEYLAND,,1,2WR,5,ASHOK LEYLAND,4,HP,2,53.54,4060,6150,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4060,53.54330709,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5388,307103,3071,F9F00610,FV 4921 WITH H SERIES ENGINE: G91TILT CAB  (FR) P.B.,100X24,16.5   CENTRE,3/L B.S. 10.5 Ø  DOUBLE  HOLE,ASHOK LEYLAND,ASHOK LEYLAND,,1,3/L,5,ASHOK LEYLAND,4,HP,2,47.24,3510,5320,0,0,,0,0,,3510,47.24409449,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5389,307104,3071,F9F00610,FV 4921 WITH H SERIES ENGINE: G91TILT CAB  (FR) P.B.,100X24,16.5   CENTRE,3/L B.S. 10.5 Ø  DOUBLE  HOLE,ASHOK LEYLAND,ASHOK LEYLAND,,1,4/L,5,ASHOK LEYLAND,4,HP,2,5.98,350,530,0,0,,0,0,,0,0,,350,5.984251969,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5390,307105,3071,F9F00610,FV 4921 WITH H SERIES ENGINE: G91TILT CAB  (FR) P.B.,100X24,16.5   CENTRE,3/L B.S. 10.5 Ø  DOUBLE  HOLE,ASHOK LEYLAND,ASHOK LEYLAND,,1,5/L,5,ASHOK LEYLAND,4,HP,2,5.98,350,530,0,0,,0,0,,0,0,,0,0,,350,5.984251969,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5391,307121,3071,F9F00610,FV 4921 WITH H SERIES ENGINE: G91TILT CAB  (FR) P.B.,100X24,16.5   CENTRE,3/L B.S. 10.5 Ø  DOUBLE  HOLE,ASHOK LEYLAND,ASHOK LEYLAND,,1,1WR,5,ASHOK LEYLAND,4,HP,2,52.44,3740,5670,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,3740,52.44094488,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5392,307131,3071,F9F00610,FV 4921 WITH H SERIES ENGINE: G91TILT CAB  (FR) P.B.,100X24,16.5   CENTRE,3/L B.S. 10.5 Ø  DOUBLE  HOLE,ASHOK LEYLAND,ASHOK LEYLAND,,1,AUX A,3,ASHOK LEYLAND,4,HP,2,47.24,3510,5320,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,3510,47.24409449,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5393,307132,3071,F9F00610,FV 4921 WITH H SERIES ENGINE: G91TILT CAB  (FR) P.B.,100X24,16.5   CENTRE,3/L B.S. 10.5 Ø  DOUBLE  HOLE,ASHOK LEYLAND,ASHOK LEYLAND,,1,AUX B,3,ASHOK LEYLAND,4,HP,2,47.24,3510,5320,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,3510,47.24409449,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5394,308200,3082,2171 3240 0104,LPK 2518 TC V.E  (RR),0X0,16.5   CENTRE,6/L & 9/L BOTH SIDE Ø 8.5 DOUBLE  HOLE,TATA,TATA,,2,ASSY.,2,TATA,24,HCV & MCV,5,0.00,13440,20360,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,13440,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5395,308201,3082,2171 3240 0104,LPK 2518 TC V.E  (RR),80X16,16.5   CENTRE,6/L & 9/L BOTH SIDE Ø 8.5 DOUBLE  HOLE,TATA,TATA,,2,M/L,5,TATA,24,HCV & MCV,5,64.17,1910,2890,1910,64.17322835,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5396,308202,3082,2171 3240 0104,LPK 2518 TC V.E  (RR),80X16,16.5   CENTRE,6/L & 9/L BOTH SIDE Ø 8.5 DOUBLE  HOLE,TATA,TATA,,2,2/L,5,TATA,24,HCV & MCV,5,61.02,1630,2470,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,1630,61.02362205,,0,0,,0,0,,0,0,,0,0,
5397,308203,3082,2171 3240 0104,LPK 2518 TC V.E  (RR),80X16,16.5   CENTRE,6/L & 9/L BOTH SIDE Ø 8.5 DOUBLE  HOLE,TATA,TATA,,2,3/L,5,TATA,24,HCV & MCV,5,51.89,1410,2140,0,0,,0,0,,1410,51.88976378,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5398,308204,3082,2171 3240 0104,LPK 2518 TC V.E  (RR),80X16,16.5   CENTRE,6/L & 9/L BOTH SIDE Ø 8.5 DOUBLE  HOLE,TATA,TATA,,2,4/L,5,TATA,24,HCV & MCV,5,51.89,1380,2090,0,0,,0,0,,0,0,,1380,51.88976378,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
5399,308205,3082,2171 3240 0104,LPK 2518 TC V.E  (RR),80X18,16.5   CENTRE,6/L & 9/L BOTH SIDE Ø 8.5 DOUBLE  HOLE,TATA,TATA,,2,5/L,5,TATA,24,HCV & MCV,5,43.31,1350,2050,0,0,,0,0,,0,0,,0,0,,1350,43.30708661,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
